,Unnamed: 0,name,gender,birth_date,party_name,post_label,elected,twitter_username,twitter_user_id,tweets_count,followers,friends,retweet,favrotes,mentioned,quoted,reweet,mentioned%,quoted%,reweet%,topic_count,topic_ratio,former_MP
258,258,Stephen Robinson,male,51,Liberal Democrats,Chelmsford,False,sj_robinson,14467310,433,1612,1674,98299,233,126,410,263,0.2909930715935335,0.9468822170900691,0.6073903002309469,196,0.03739030904235025,no
259,259,Chris Vince,male,0,Labour Party,Chelmsford,False,ChrisJVince,1704239983,1244,1437,1135,59619,3182,154,1220,800,0.12379421221864953,0.9807073954983924,0.6430868167202572,366,0.021227235819510498,no
260,260,Alan De'Ath,male,31,Labour Party,Chelsea and Fulham,False,AlanDeAth1,573544918,311,619,440,212751,220,46,310,131,0.14790996784565916,0.9967845659163987,0.4212218649517685,124,0.030104394270453992,no
261,261,Greg Hands,male,52,Conservative and Unionist Party,Chelsea and Fulham,True,GregHands,125270251,2532,19329,2802,168269,15734,808,2275,1371,0.31911532385466035,0.8984992101105845,0.5414691943127962,1106,0.031136510796430282,yes
262,262,Louise Rowntree,female,0,Liberal Democrats,Chelsea and Fulham,False,Louise_Rowntree,780341085809864704,1708,1134,789,150430,4979,351,1518,1284,0.20550351288056207,0.8887587822014051,0.7517564402810304,629,0.028420386770287367,no
263,263,Alex Chalk,male,41,Conservative and Unionist Party,Cheltenham,True,AlexChalkChelt,1407768792,132,4336,499,254722,85,10,132,32,0.07575757575757576,1.0,0.24242424242424246,32,0.016886543535620052,yes
264,264,Martin Horwood,male,55,Liberal Democrats,Cheltenham,False,MartinChelt,55059675,1849,8749,5906,1569341,5205,362,1753,1252,0.19578150351541374,0.9480800432666306,0.6771227690643591,535,0.021373496863888782,no
265,265,Keith White,male,61,Labour Party,Cheltenham,False,CheltKeithLab,863466112184459264,48,55,23,4179,61,21,46,32,0.4375,0.9583333333333334,0.6666666666666666,19,0.030944625407166124,no
266,266,Nina Dluzewska,female,0,Labour Party,Chesham and Amersham,False,CheshamAmersham,316032353,785,733,648,174736,158,209,767,257,0.2662420382165605,0.9770700636942676,0.3273885350318471,377,0.03666245259165613,no
267,267,Cheryl Gillan,female,65,Conservative and Unionist Party,Chesham and Amersham,True,CherylGillan,295807687,2459,9839,1221,434120,3884,285,2416,459,0.1159007726718178,0.9825132167547784,0.18666124440829607,845,0.024461556276053727,yes
268,268,Toby Perkins,Male,47,Labour Party,Chesterfield,True,tobyperkinsmp,61733092,2558,23088,3178,2911910,13248,585,2117,1389,0.22869429241595,0.8275996872556685,0.5430023455824863,856,0.02403751649771138,yes
269,269,Spencer Pitfield,male,0,Conservative and Unionist Party,Chesterfield,False,SpencerPitfield,74966852,2952,4015,4998,130237,8238,272,2431,1613,0.0921409214092141,0.823509485094851,0.5464092140921409,911,0.02220056049713659,no
270,270,Tom Snowdon,male,0,Liberal Democrats,Chesterfield,False,ChesterfieldLD,1296896923,147,453,521,16167,69,48,139,82,0.32653061224489793,0.9455782312925172,0.5578231292517006,69,0.03829078801331853,no
271,271,Jonathan Brown,Male,0,Liberal Democrats,Chichester,False,LibIntervention,4729590755,2599,147,204,1449475,86,54,2571,130,0.020777222008464796,0.9892266256252404,0.05001923816852635,1268,0.03465427712489751,no
272,272,Mark Farwell,male,0,Labour Party,Chichester,False,ChiLabour_15,2967541768,3013,517,558,1502542,859,1062,2865,1212,0.3524726186525058,0.9508795220710256,0.4022568868237637,1472,0.04101306734278789,no
273,273,Gillian Keegan,female,0,Conservative and Unionist Party,Chichester,True,GillianKeegan,2986235404,585,1355,431,30282,1027,67,546,275,0.11452991452991453,0.9333333333333332,0.4700854700854701,190,0.022916415390182125,no
274,274,Bilal Mahmood,male,0,Labour Party,Chingford and Woodford Green,False,bilal_labour,1010045504,715,1764,1015,994091,720,291,573,501,0.406993006993007,0.8013986013986014,0.7006993006993008,177,0.018964963034394086,no
275,275,Deborah Unger,female,0,Liberal Democrats,Chingford and Woodford Green,False,DebWiseUnger,18955506,1814,598,419,1440161,644,603,1310,1153,0.3324145534729879,0.7221609702315325,0.6356119073869899,481,0.019026898734177216,no
276,276,Helen Belcher,female,54,Liberal Democrats,Chippenham,False,HelenCBelcher,463717784,2856,1450,417,1520659,2011,624,2506,1523,0.2184873949579832,0.8774509803921569,0.5332633053221288,830,0.021669886689990082,no
277,277,Michelle Donelan,female,34,Conservative and Unionist Party,Chippenham,True,michelledonelan,116864791,1661,7292,4252,171472,1175,78,1661,254,0.04695966285370259,1.0,0.15291992775436486,568,0.024544118917984616,yes
278,278,Andy Newman,male,0,Labour Party,Chippenham,False,AndyD_Newman,214902404,1291,1897,1624,757321,494,246,1261,432,0.19054996127033308,0.9767621998450812,0.33462432223082883,589,0.03552901435637592,no
279,279,Emma Whysall,female,0,Labour Party,Chipping Barnet,False,EmmaWhysall,222271232,856,873,687,2173416,776,66,829,335,0.07710280373831775,0.9684579439252337,0.3913551401869159,262,0.023326210826210825,no
280,280,Stephen Fenn,male,63,Liberal Democrats,Chorley,False,stephenjohnfenn,70767463,3,11,14,1683,0,0,3,0,0.0,1.0,0.0,2,0.09090909090909093,no
281,281,Lindsay Hoyle,male,60,Labour Party,Chorley,True,LindsayHoyle_MP,609096352,868,8825,1775,15920,9550,394,858,736,0.4539170506912442,0.9884792626728108,0.847926267281106,248,0.02038635429510892,yes
282,282,Caroline Moon,female,0,Conservative and Unionist Party,Chorley,False,cllrmoon,2770328981,1466,555,366,208591,1017,212,1223,636,0.1446111869031378,0.8342428376534788,0.43383356070941337,441,0.020864875094625285,no
283,283,Patrick Canavan,male,65,Labour Party,Christchurch,False,Patsindorset,30234371,1261,854,957,1016703,62,77,1205,105,0.061062648691514676,0.9555908009516256,0.08326724821570182,548,0.03289315726290516,no
284,284,Michael Francis Cox,male,59,Liberal Democrats,Christchurch,False,mikefcox,2147777113,54,794,1056,43320,8,4,54,7,0.07407407407407407,1.0,0.12962962962962962,27,0.04011887072808321,no
285,285,Ibrahim Dogus,male,0,Labour Party,Cities of London and Westminster,False,ibrahim_Dogus,267436865,2466,3752,2627,591860,2534,716,2440,1027,0.29034874290348744,0.989456609894566,0.4164639091646391,774,0.02629790703995651,no
286,286,Mark Field,male,53,Conservative and Unionist Party,Cities of London and Westminster,True,MarkFieldUK,81857654,244,8696,49,4033,793,52,239,130,0.21311475409836064,0.9795081967213116,0.5327868852459017,107,0.03463904176108773,yes
287,287,Bridget Fox,female,0,Liberal Democrats,Cities of London and Westminster,False,BridgetFox,21112612,2653,3778,4180,2164324,2345,533,2505,1110,0.2009046362608368,0.9442140972483979,0.4183942706370147,829,0.022533297091600974,no
288,288,Elizabeth Jewkes,female,0,Liberal Democrats,City of Chester,False,elizabethjewkes,84166748,80,275,128,7038,48,34,79,54,0.425,0.9875,0.675,29,0.02643573381950775,no
289,289,Chris Matheson,male,49,Labour Party,City of Chester,True,ChrisM4Chester,2472200292,407,6632,864,22290,1171,52,406,225,0.12776412776412774,0.9975429975429976,0.5528255528255528,100,0.019884668920262482,no
290,290,Roberta Blackman-Woods,female,60,Labour Party,City of Durham,True,robertabwMP,173089105,4471,14789,1324,1623227,13719,1073,4050,2240,0.2399910534556028,0.9058376202191905,0.5010064862446879,2136,0.03410451693250946,yes
291,291,David Grace,Male,0,Liberal Democrats,Clacton,False,DisgruntledRad,149480292,1533,489,309,38862,3103,1136,1511,1465,0.741030658838878,0.9856490541422048,0.9556425309849969,704,0.037132760166675466,no
292,292,Giles Watling,male,64,Conservative and Unionist Party,Clacton,True,GilesWatling,37891233,298,1267,146,11385,740,127,249,227,0.4261744966442953,0.8355704697986577,0.7617449664429531,66,0.016405667412378817,no
293,293,Roy Horobin,Male,49,Liberal Democrats,Cleethorpes,False,roy_horobin,2977064745,297,170,185,1781,203,235,297,272,0.7912457912457912,1.0,0.915824915824916,118,0.0347365322343244,no
294,294,Peter Keith,male,0,Labour Party,Cleethorpes,False,MrPeterKeith,2291166992,110,553,533,11996,209,37,95,75,0.3363636363636364,0.8636363636363636,0.6818181818181818,46,0.036947791164658635,no
295,295,Martin Vickers,Male,67,Conservative and Unionist Party,Cleethorpes,True,MartinVickers,831250927,43,5776,227,730,788,40,42,41,0.9302325581395348,0.9767441860465116,0.9534883720930232,23,0.053613053613053616,yes
296,296,Simon Baynes,male,57,Conservative and Unionist Party,Clwyd South,False,baynes_simon,3817818435,2070,979,2429,145223,817,68,2063,204,0.03285024154589372,0.9966183574879228,0.09855072463768116,595,0.018829113924050636,no
297,297,Susan Elan Jones,female,49,Labour Party,Clwyd South,True,susanelanjones,3318714389,801,2746,62,17495,1793,246,690,563,0.30711610486891383,0.8614232209737828,0.7028714107365793,274,0.02538682479384786,yes
298,298,Bruce Roberts,male,52,Liberal Democrats,Clwyd South,False,WxmBruce,136009310,777,405,798,618465,154,181,736,405,0.2329472329472329,0.9472329472329472,0.5212355212355212,330,0.03112033195020747,no
299,299,Gareth Thomas,male,63,Labour Party,Clwyd West,False,gareththomaslab,424620895,1451,1461,2234,826446,487,67,1393,610,0.0461750516884907,0.960027567195038,0.4203997243280496,411,0.020640819606267582,yes
300,300,Hugh Gaffney,male,0,Labour Party,"Coatbridge, Chryston and Bellshill",True,hgaffney48,1026135084,34,707,247,3636,51,7,34,22,0.2058823529411765,1.0,0.6470588235294118,9,0.030405405405405407,no
301,301,Will Quince,male,35,Conservative and Unionist Party,Colchester,True,willquince,20473134,689,7099,1734,88414,1025,25,688,520,0.0362844702467344,0.9985486211901308,0.7547169811320755,209,0.021495423223284998,yes
302,302,Tim Young,male,56,Labour Party,Colchester,False,Tim4Labour,1208909684,2485,2103,713,610535,1814,179,2485,805,0.07203219315895372,1.0,0.323943661971831,781,0.021852266368214884,no
303,303,Cahal Burke,male,40,Liberal Democrats,Colne Valley,False,CahalBurke,332892031,1164,1338,626,3203,2563,755,1164,1076,0.6486254295532646,1.0,0.9243986254295532,390,0.025115919629057192,no
304,304,Jason McCartney,Male,49,Conservative and Unionist Party,Colne Valley,False,JasonMcCartney,19619404,2761,15669,7510,714230,8671,363,2652,1066,0.13147410358565734,0.9605215501629843,0.38609199565374863,721,0.017361780003852818,yes
305,305,Sam Corcoran,male,0,Labour Party,Congleton,False,Sam4Congleton,860274375727222784,100,67,19,46602,105,46,98,68,0.46,0.98,0.68,50,0.03894080996884735,no
306,306,Peter Hirst,male,67,Liberal Democrats,Congleton,False,DrHirst4Congltn,861266509099933696,99,37,181,5580,58,56,95,82,0.5656565656565656,0.9595959595959596,0.8282828282828283,46,0.03872053872053872,no
307,307,Rebecca Hanson,female,0,Liberal Democrats,Copeland,False,hanson4copeland,825382384702988288,108,458,74,3352,1260,63,105,81,0.5833333333333334,0.9722222222222222,0.75,37,0.03135593220338983,no
308,308,Trudy Harrison,female,41,Conservative and Unionist Party,Copeland,True,CopelandTories,292798516,142,550,334,4168,158,7,142,34,0.04929577464788732,1.0,0.23943661971830985,54,0.02928416485900217,yes
309,309,Gillian Troughton,female,52,Labour Party,Copeland,False,GillTroughton,132570708,2539,2783,1170,739203,6288,850,2428,1370,0.3347774714454509,0.9562820007877118,0.5395825128003151,873,0.025221008840353613,no
310,310,Beth Miller,Female,0,Labour Party,Corby,False,BethMiller91,20187833,241,1925,1639,13470,726,52,214,180,0.2157676348547718,0.8879668049792531,0.7468879668049793,51,0.019622931896883414,no
311,311,Tom Pursglove,male,29,Conservative and Unionist Party,Corby,True,VotePursglove,1418358025,1271,5613,608,144854,7188,198,1217,644,0.15578284815106214,0.9575137686860742,0.5066876475216365,366,0.019275331788498,yes
312,312,Chris Stanbra,male,59,Liberal Democrats,Corby,False,Corbychris,33495129,1467,302,277,1037479,234,320,1127,518,0.21813224267212,0.7682344921608726,0.35310156782549423,454,0.025371632949592042,no
313,313,Tim Mayer,male,0,Conservative and Unionist Party,Coventry North East,False,TJMayer1,214066898,2732,1172,861,150901,1350,640,2671,1461,0.2342606149341142,0.9776720351390924,0.5347730600292826,697,0.018859755932570284,no
314,314,Resham Kotecha,female,0,Conservative and Unionist Party,Coventry North West,False,ReshamKotecha,814984682,1669,2213,1919,6246548,1458,257,1467,859,0.15398442180946675,0.8789694427801078,0.5146794487717196,507,0.021818651288892717,no
315,315,Geoffrey Robinson,male,79,Labour Party,Coventry North West,True,Geoffrey4CovNW,856796146790006784,144,443,531,46195,316,54,138,65,0.375,0.9583333333333334,0.4513888888888889,66,0.03527525387493319,yes
316,316,Greg Judge,male,0,Liberal Democrats,Coventry South,False,gregjudge,20034914,384,1466,1729,509116,130,50,372,162,0.13020833333333334,0.96875,0.421875,117,0.02047244094488189,no
317,317,Michelle Lowe,female,0,Conservative and Unionist Party,Coventry South,False,MichelleLowe14,580937850,2644,1297,1827,334158,783,194,2508,442,0.07337367624810892,0.9485627836611196,0.16717095310136154,1000,0.0276365244306876,no
318,318,Tim Lunnon,male,0,Labour Party,Crawley,False,Tim4Crawley,61722518,245,925,764,56088,599,73,232,196,0.2979591836734694,0.946938775510204,0.8,58,0.016666666666666666,no
319,319,Marko Scepanovic,Male,0,Liberal Democrats,Crawley,False,MarkoScepy,529718078,219,258,830,182645,63,44,190,72,0.2009132420091324,0.867579908675799,0.3287671232876712,98,0.033863165169315826,no
320,320,Henry Smith,male,48,Conservative and Unionist Party,Crawley,True,HenrySmithUK,873819098,2891,8038,110,361057,18672,918,2877,1328,0.3175371843652715,0.9951573849878934,0.4593566240055344,1382,0.036946932228311725,yes
321,321,Laura Smith,female,0,Labour Party,Crewe and Nantwich,True,CreweLabour,3657000197,235,674,314,32785,542,73,227,142,0.31063829787234043,0.9659574468085106,0.6042553191489362,112,0.03711066931742876,no
322,322,Gavin Barwell,male,45,Conservative and Unionist Party,Croydon Central,False,GavinBarwell,242943134,2815,19556,1687,283797,17245,617,2575,2275,0.2191829484902309,0.9147424511545292,0.8081705150976909,990,0.026151732882502117,yes
323,323,Gill Hickson,female,0,Liberal Democrats,Croydon Central,False,GhillyFlower,411442859,2703,629,879,924781,600,197,2592,760,0.07288198298187201,0.9589345172031076,0.2811690714021457,1124,0.02841110156210505,no
324,324,Sarah Jones,female,45,Labour Party,Croydon Central,True,LabourSJ,1337725045,692,6008,2030,205244,2425,142,648,296,0.20520231213872836,0.9364161849710982,0.4277456647398844,234,0.02770214277258198,no
325,325,Samuel Kasumu,male,0,Conservative and Unionist Party,Croydon North,False,samuelkasumu,211626602,354,1690,715,92787,196,60,350,129,0.1694915254237288,0.9887005649717514,0.3644067796610169,85,0.018322914421211468,no
326,326,Jennifer Brathwaite,female,0,Labour Party,Croydon South,False,JenniferBrathwa,920708653,975,1500,92,29982,1759,256,975,749,0.26256410256410256,1.0,0.7682051282051282,314,0.02321626617375231,no
327,327,Anna Jones,female,0,Liberal Democrats,Croydon South,False,CroydonLibDems,1377364789,160,564,649,34106,105,27,144,50,0.16875,0.9,0.3125,75,0.03574833174451859,no
328,328,Chris Philp,male,41,Conservative and Unionist Party,Croydon South,True,CPhilpOfficial,89307992,1505,4725,1224,58623,5549,410,1497,1012,0.2724252491694352,0.9946843853820598,0.6724252491694352,430,0.019713015174437264,yes
329,329,Ann Clwyd,female,80,Labour Party,Cynon Valley,True,AnnClwyd,460338359,752,6760,855,279894,2610,225,709,332,0.2992021276595745,0.9428191489361702,0.4414893617021277,265,0.027492478472870632,yes
330,330,Nicola Louise Knight,female,37,Liberal Democrats,Cynon Valley,False,Nicola_Knight1,322239859,1460,1156,1958,35899,514,271,1230,521,0.1856164383561644,0.8424657534246576,0.3568493150684932,271,0.012266883939887742,no
331,331,Jon Cruddas,male,55,Labour Party,Dagenham and Rainham,True,JonCruddas_1,499781930,423,18130,762,13761,4051,81,418,281,0.1914893617021277,0.9881796690307328,0.6643026004728132,178,0.028985507246376805,yes
332,332,Jonathan Fryer,male,67,Liberal Democrats,Dagenham and Rainham,False,jonathanfryer,19063664,2722,10725,11798,1108912,15072,848,2229,1709,0.3115356355620867,0.8188831741366642,0.6278471711976488,1179,0.03406726768377254,no
333,333,Julie Marson,female,0,Conservative and Unionist Party,Dagenham and Rainham,False,JulieMarson,20995745,2977,977,799,1643356,990,369,2696,628,0.12395028552233793,0.905609674168626,0.2109506214309708,1378,0.03512528357676328,no
334,334,Jenny Chapman,female,44,Labour Party,Darlington,True,JennyChapman,20856796,2265,14863,2023,1301010,4068,773,1706,1210,0.34128035320088296,0.7532008830022076,0.5342163355408388,728,0.02588812631129761,yes
335,335,Anne-Marie Curry,female,53,Liberal Democrats,Darlington,False,curryannemarie,415177091,62,153,200,24384,18,18,62,28,0.2903225806451613,1.0,0.4516129032258064,32,0.045977011494252866,no
336,336,Peter Malcolm Cuthbertson,male,34,Conservative and Unionist Party,Darlington,False,pmcuthbertson,64685665,351,1189,1869,11223,110,25,347,262,0.07122507122507123,0.9886039886039886,0.7464387464387464,120,0.023636005515067955,no
337,337,Simon Beard,Male,32,Liberal Democrats,Dartford,False,Simon_Beard,208541506,109,325,106,13260,58,44,109,86,0.4036697247706422,1.0,0.7889908256880734,40,0.028985507246376805,no
338,338,Chris Heaton-Harris,male,50,Conservative and Unionist Party,Daventry,True,chhcalling,80943076,1668,13423,127,119581,10549,732,1625,1263,0.4388489208633093,0.9742206235011992,0.7571942446043165,343,0.015193798449612403,yes
339,339,Andrew Simpson,male,52,Liberal Democrats,Daventry,False,ASJSimpson,23663242,567,397,186,355055,227,171,564,223,0.3015873015873016,0.9947089947089948,0.3932980599647266,292,0.04127791914051456,no
340,340,David Hanson,male,60,Labour Party,Delyn,True,DavidHansonMP,130154450,2599,15785,6599,353034,9355,533,2512,1521,0.20507887649095807,0.96652558676414,0.5852250865717584,806,0.022783808231569426,yes
341,341,Louise Ankers,female,0,Liberal Democrats,Denton and Reddish,False,LouiseAnkersLD,7204192,398,3452,4389,390633,217,60,380,230,0.1507537688442211,0.9547738693467336,0.5778894472361809,63,0.012326354920759149,no
342,342,Andrew Gwynne,male,43,Labour Party,Denton and Reddish,True,GwynneMP,54351001,1832,28468,948,1260838,14856,194,1817,437,0.10589519650655023,0.9918122270742358,0.2385371179039301,693,0.027208480565371024,yes
343,343,Lucy Care,female,57,Liberal Democrats,Derby North,False,Lucycare,97754308,2787,417,70,2280909,576,437,2319,700,0.1567994259059921,0.8320775026910656,0.25116612845353425,1503,0.04198558578691547,no
344,344,Chris Williamson,male,61,Labour Party,Derby North,True,DerbyChrisW,49682880,713,17548,2790,631270,13531,203,642,307,0.2847124824684432,0.9004207573632539,0.4305750350631136,305,0.03098963625279415,no
345,345,Joe Naitta,male,54,Liberal Democrats,Derby South,False,joenaitta,91319005,383,185,201,9444,78,149,383,297,0.3890339425587467,1.0,0.7754569190600522,97,0.02451352034369472,no
346,346,Evonne Williams,female,0,Conservative and Unionist Party,Derby South,False,EvonneWilliams,507419722,11,192,111,125,3,0,11,1,0.0,1.0,0.09090909090909093,5,0.030674846625766868,no
347,347,Andy Botham,male,50,Labour Party,Derbyshire Dales,False,Roobotham,114873829,490,487,259,390725,424,92,452,135,0.18775510204081636,0.9224489795918368,0.2755102040816326,174,0.024768683274021357,no
348,348,Andrew Hollyer,male,0,Liberal Democrats,Derbyshire Dales,False,AndyHollyer,82408864,188,219,438,36531,98,12,183,58,0.06382978723404255,0.9734042553191491,0.30851063829787234,67,0.025514089870525516,no
349,349,Patrick McLoughlin,male,60,Conservative and Unionist Party,Derbyshire Dales,True,Patrick4Dales,3144626321,220,4636,355,38745,4473,111,219,141,0.5045454545454545,0.9954545454545456,0.6409090909090909,136,0.048073524213503006,yes
350,350,Chris Coleman,male,0,Liberal Democrats,Devizes,False,chrisfordevizes,858740924352000000,105,65,160,147484,16,20,103,27,0.19047619047619047,0.9809523809523808,0.2571428571428571,49,0.0349002849002849,no
351,351,Imtiyaz Shaikh,male,0,Labour Party,Devizes,False,devizeslabour,264096440,2422,242,303,2421935,49,27,2418,45,0.011147811725846408,0.9983484723369116,0.01857968620974401,1344,0.04001905669366365,no
352,352,Beth Prescott,female,0,Conservative and Unionist Party,Dewsbury,False,PrescottBeth,2983891405,2745,2736,1289,2661052,5365,545,2643,862,0.19854280510018216,0.9628415300546448,0.3140255009107468,786,0.018647686832740214,no
353,353,Paula Sherriff,female,42,Labour Party,Dewsbury,True,paulasherriff,29169821,2627,13798,1958,3169620,16079,367,2437,804,0.1397030833650552,0.9276741530262655,0.3060525314046441,893,0.023416194671701283,yes
354,354,Aaron Bell,male,0,Conservative and Unionist Party,Don Valley,False,AaronBell80,240808845,484,766,1068,308551,548,81,455,344,0.16735537190082644,0.9400826446280992,0.7107438016528925,121,0.01805161867820379,no
355,355,Caroline Flint,female,56,Labour Party,Don Valley,True,CarolineFlintMP,227023883,2863,56344,1362,2616112,22172,853,2079,1404,0.2979392245895913,0.7261613691931541,0.4903946908836884,973,0.02608089634653014,yes
356,356,Anthony Smith,male,47,Liberal Democrats,Don Valley,False,ajsmith_libdem,255423074,39,242,179,5691,29,16,37,24,0.41025641025641024,0.9487179487179488,0.6153846153846154,13,0.027777777777777776,no
357,357,Tom Hunt,male,0,Conservative and Unionist Party,Doncaster Central,False,cllrtomhunt1,370033792,979,2973,1863,591336,1327,127,979,400,0.12972420837589374,1.0,0.4085801838610828,405,0.03063308373042886,no
358,358,Robert Adamson,male,68,Liberal Democrats,Doncaster North,False,RobertLibDem,20202181,592,107,38,15357,61,538,592,550,0.9087837837837838,1.0,0.929054054054054,98,0.02766798418972332,no
359,359,Ed Miliband,male,48,Labour Party,Doncaster North,True,Ed_Miliband,61781260,430,677683,1498,543218,1018342,267,336,357,0.6209302325581395,0.7813953488372093,0.8302325581395349,189,0.032502149613069645,no
360,360,Charlie Elphicke,male,46,Conservative and Unionist Party,Dover,True,CharlieElphicke,54515428,1533,11361,1657,98031,6086,558,1501,1011,0.3639921722113503,0.979125896934116,0.6594911937377691,695,0.03226105927679525,yes
361,361,Ian Austin,male,52,Labour Party,Dudley North,True,IanAustinMP,261782937,2993,15084,1687,157876,17104,465,2808,2338,0.1553625125292349,0.9381891079184764,0.7811560307383896,810,0.018831516053286212,yes
362,362,Ben France,male,0,Liberal Democrats,Dudley North,False,i_benjicus,3902417603,189,116,587,1617920,59,8,186,26,0.042328042328042326,0.984126984126984,0.13756613756613756,41,0.014727011494252871,no
363,363,Les Jones,male,0,Conservative and Unionist Party,Dudley North,False,CouncillorLes,59064380,880,1094,737,525190,554,230,760,490,0.26136363636363635,0.8636363636363636,0.5568181818181818,239,0.02036989687207023,no
364,364,Jonathan Bramall,male,0,Liberal Democrats,Dudley South,False,JonBramall,119710140,840,653,1832,1324112,118,120,772,287,0.14285714285714285,0.919047619047619,0.3416666666666667,238,0.01959654178674352,no
365,365,Natasha Millward,female,0,Labour Party,Dudley South,False,natashamillward,248908429,1977,1479,876,2376577,863,250,1907,490,0.12645422357106728,0.9645928174001012,0.2478502781992919,628,0.02201037431655685,no
366,366,Mike Wood,male,41,Conservative and Unionist Party,Dudley South,True,mikejwood,14728535,878,2770,1890,92512,2427,172,859,663,0.1958997722095672,0.9783599088838268,0.7551252847380409,268,0.022627490712597096,yes
367,367,Helen Hayes,female,43,Labour Party,Dulwich and West Norwood,True,helenhayes_,261886643,2840,10274,2072,758838,17175,440,2749,1484,0.15492957746478872,0.9679577464788732,0.5225352112676056,1064,0.027969822034121083,yes
368,368,Gail Kent,Female,42,Liberal Democrats,Dulwich and West Norwood,False,libdemgail,856224084425924608,269,233,81,421591,178,90,225,148,0.3345724907063197,0.8364312267657993,0.5501858736059481,111,0.033820840950639856,no
369,369,Rachel Wolf,Female,0,Conservative and Unionist Party,Dulwich and West Norwood,False,racheljanetwolf,1074546476,31,201,41,8412,33,2,30,11,0.06451612903225806,0.967741935483871,0.3548387096774194,11,0.027989821882951654,no
370,370,John Ferry,Male,0,Liberal Democrats,"Dumfriesshire, Clydesdale and Tweeddale",False,JohnFerry18,794610090,1627,250,823,820655,952,112,1565,876,0.06883835279655809,0.9618930547019052,0.5384142593730793,515,0.02217438105489774,no
371,371,David Mundell,male,55,Conservative and Unionist Party,"Dumfriesshire, Clydesdale and Tweeddale",True,DavidMundellDCT,19589280,656,11507,565,66710,20473,128,636,332,0.1951219512195122,0.9695121951219512,0.5060975609756098,190,0.019533257941811454,yes
372,372,Lesley Brennan,female,45,Labour Party,Dundee East,False,LesleyBzz,505727611,2591,1885,1489,1414912,859,138,2532,429,0.053261289077576233,0.9772288691624856,0.16557313778463914,1136,0.03254734550038678,no
373,373,Eleanor Price,female,77,Conservative and Unionist Party,Dundee East,False,price_eleanor,95429914,11,56,43,2696,47,1,11,1,0.09090909090909093,1.0,0.09090909090909093,3,0.018518518518518517,no
374,374,Alan Cowan,male,47,Labour Party,Dundee West,False,CowanDundeeWest,857801388021174272,12,51,93,3580,0,0,12,0,0.0,1.0,0.0,7,0.0472972972972973,no
375,375,James Calder,male,0,Liberal Democrats,Dunfermline and West Fife,False,jCalderLibDem,3127732945,405,631,927,2952,471,71,402,206,0.17530864197530865,0.9925925925925926,0.508641975308642,143,0.02645209027007029,no
376,376,Mathew Norman,male,0,Labour Party,Dwyfor Meirionnydd,False,norman_mathew,1945812050,281,146,401,195547,116,83,260,141,0.29537366548042704,0.9252669039145908,0.5017793594306049,123,0.032878909382518036,no
377,377,Jon Ball,male,50,Liberal Democrats,Ealing Central and Acton,False,JonBall,15710574,2803,4049,4998,2587304,3138,455,2653,1375,0.16232607920085626,0.9464859079557616,0.4905458437388512,771,0.01981139347842845,no
378,378,Rupa Huq,female,45,Labour Party,Ealing Central and Acton,True,RupaHuq,706747004,2615,21630,967,827637,16654,407,2341,962,0.15564053537284894,0.8952198852772466,0.3678776290630975,862,0.02221420472116277,yes
379,379,Joy Morrissey,female,0,Conservative and Unionist Party,Ealing Central and Acton,False,joymorrissey,536479831,2794,2352,774,1924517,4410,226,2765,791,0.08088761632068718,0.9896206156048676,0.2831066571224052,863,0.022856083478997827,no
380,380,Isobel Grant,Female,42,Conservative and Unionist Party,Ealing North,False,isogrant,259707048,2170,872,675,610360,347,219,2141,520,0.10092165898617513,0.9866359447004608,0.23963133640552994,723,0.023234887681974483,no
381,381,Humaira Sanders,female,48,Liberal Democrats,Ealing North,False,humairasanders,91662775,60,58,107,233025,36,22,59,40,0.36666666666666653,0.9833333333333332,0.6666666666666666,25,0.03306878306878307,no
382,382,Nigel Bakhai,male,46,Liberal Democrats,"Ealing, Southall",False,NigelBakhai,134618982,9,681,1000,1179,10,4,9,5,0.4444444444444444,1.0,0.5555555555555556,3,0.04166666666666666,no
383,383,Fabio Conti,male,29,Conservative and Unionist Party,"Ealing, Southall",False,fabio_conti88,559008195,205,499,823,9432,385,20,205,126,0.0975609756097561,1.0,0.6146341463414634,59,0.020892351274787536,no
384,384,Virendra Sharma,male,70,Labour Party,"Ealing, Southall",True,VirendraSharma,23452598,1493,13260,543,116284,3808,395,1423,595,0.2645679839249833,0.9531145344943068,0.3985264567983925,632,0.033511851105572935,yes
385,385,Tom Hancock,Male,0,Liberal Democrats,Easington,False,TD_Hancock,233850791,230,223,513,5048,24,73,226,210,0.3173913043478261,0.982608695652174,0.9130434782608696,54,0.01804209822920147,no
386,386,Grahame Morris,male,56,Labour Party,Easington,True,grahamemorris,58821256,2351,23249,6912,2274772,7316,309,2320,464,0.13143343258188006,0.9868141216503616,0.19736282433007232,1290,0.0419716935090288,yes
387,387,Hugo Swire,male,58,Conservative and Unionist Party,East Devon,True,HugoSwire,903985238,1297,16489,818,331519,8133,481,1242,783,0.3708558211256746,0.9575944487278336,0.6037008481110254,523,0.030873671782762693,yes
388,388,Callum McNally,male,0,Labour Party,East Dunbartonshire,False,Callum4EastDun,857620019869560832,101,158,203,35644,151,11,100,21,0.10891089108910892,0.99009900990099,0.2079207920792079,51,0.039781591263650544,no
